feedback_id,merchant_id,timestamp,text,sentiment_label,category,priority,resolved
FB003594,M6FAA8040DA20,2025-03-06,Requesting documentation for webhook implementation.,neutral,account,low,True
FB003595,MAD61AB143223,2025-02-01,Looking for information about enterprise pricing options.,neutral,technical,low,True
FB003596,M3E9E39FED3B8,2025-04-14,PayPal has been instrumental in helping us expand internationally.,positive,technical,high,True
FB003597,MEBD9629FC3AE,2025-06-08,PayPal has been instrumental in helping us expand internationally.,positive,technical,medium,True
FB003598,M92262BF907AF,2025-10-20,Great experience with the checkout process. Our conversion rate improved significantly.,positive,account,low,False
FB003599,M3B5DCA501EE1,2025-03-14,The new dashboard features are excellent for tracking our business metrics.,positive,general,medium,True
FB003600,M50ABC3E730E3,2025-02-09,General question about account verification process.,neutral,disputes,low,True
FB003601,M8C59FD6FBE0E,2025-12-20,PayPal has been instrumental in helping us expand internationally. Reference: TKT92871,positive,billing,medium,True
FB003602,M22FB0CEE7E1F,2025-06-29,The API integration was smooth and the documentation was very helpful.,positive,features,medium,True
FB003603,M99C5E07B4D5D,2025-07-05,The API integration was smooth and the documentation was very helpful.,positive,general,low,True
FB003604,MC59B469D724F,2025-04-22,Integration issues caused downtime for our checkout.,negative,features,low,True
FB003605,M9813B270ED02,2025-03-29,General question about account verification process.,neutral,disputes,low,False
FB003606,M361440528766,2025-06-09,Looking for information about enterprise pricing options.,neutral,general,medium,False
FB003607,M84D9EE44E457,2025-02-27,Integration issues caused downtime for our checkout. Reference: TKT70140,negative,billing,low,True
FB003608,M362387494F6B,2025-08-26,PayPal has been instrumental in helping us expand internationally.,positive,billing,low,False
FB003609,M327708DD10D6,2025-11-25,Funds were held for too long without clear explanation.,negative,account,medium,True
FB003610,MF542EAE19493,2025-04-30,General question about account verification process.,neutral,technical,medium,True
FB003611,MF2D887E01A80,2025-05-11,The API integration was smooth and the documentation was very helpful.,positive,disputes,medium,True
FB003612,M1C67DF9E0A5C,2025-05-29,Funds were held for too long without clear explanation.,negative,technical,low,True
FB003613,M8AEC51422B30,2025-12-03,PayPal has been instrumental in helping us expand internationally. Reference: TKT85247,positive,general,low,True
FB003614,MC0560792E4A3,2025-01-24,General question about account verification process.,neutral,technical,high,True
FB003615,M3F53D7190148,2025-06-12,PayPal has been instrumental in helping us expand internationally.,positive,billing,low,False
FB003616,MD7619BEB6EB1,2025-04-28,The API integration was smooth and the documentation was very helpful.,positive,account,medium,True
FB003617,MC5C1CB0BEBD5,2025-02-04,Requesting documentation for webhook implementation.,neutral,account,high,True
FB003618,MD2CDF047A667,2025-04-18,The new dashboard features are excellent for tracking our business metrics.,positive,technical,low,True
FB003619,M7F1171A78CE0,2025-05-29,General question about account verification process.,neutral,billing,low,False
FB003620,M35F4A8D465E6,2025-11-26,Integration issues caused downtime for our checkout.,negative,billing,low,True
FB003621,M4F87658EF0DE,2025-08-09,Customer support resolved our issue quickly. Very satisfied with the service.,positive,billing,low,True
FB003622,M49B8B4F95F02,2025-05-24,Transaction fees are higher than competitors. Need better rates for our volume. Reference: TKT71876,negative,features,low,True
FB003623,M6E2713A6EFEE,2025-06-10,Great experience with the checkout process. Our conversion rate improved significantly.,positive,account,low,True
FB003624,MFB508EF074EE,2025-04-23,Need clarification on the cross-border fee structure.,neutral,features,low,True
FB003625,M07C5807D0D92,2025-08-12,Great experience with the checkout process. Our conversion rate improved significantly.,positive,technical,high,True
FB003626,MB1301141FEFF,2025-09-23,Funds were held for too long without clear explanation.,negative,features,medium,True
FB003627,M3F67FD97162D,2025-03-28,The API integration was smooth and the documentation was very helpful. Reference: TKT95491,positive,account,medium,True
FB003628,MBD5AF7CD922F,2025-10-21,Funds were held for too long without clear explanation.,negative,technical,medium,False
FB003629,MF12F2B34A0C3,2025-05-26,General question about account verification process. Reference: TKT51877,neutral,account,low,True
FB003630,M309FEE4E541E,2025-05-22,Inquiry about new features on the roadmap.,neutral,account,low,True
FB003631,M598920E11D1E,2025-10-02,The new dashboard features are excellent for tracking our business metrics.,positive,billing,low,True
FB003632,M77369E37B2AA,2025-07-19,Funds were held for too long without clear explanation. Reference: TKT97338,negative,features,medium,False
FB003633,MC45008212F7B,2025-08-01,Transaction fees are higher than competitors. Need better rates for our volume.,negative,technical,low,True
FB003634,M4A08142C38DB,2025-02-02,Customer support response time needs improvement.,negative,disputes,low,True
FB003635,M46072631582F,2025-05-13,The API integration was smooth and the documentation was very helpful.,positive,billing,medium,True
FB003636,MCF0596825545,2025-01-25,Requesting documentation for webhook implementation.,neutral,disputes,medium,True
FB003637,M24B16FEDE9A6,2025-08-20,The new dashboard features are excellent for tracking our business metrics.,positive,technical,low,True
FB003638,MC4492CBE90FB,2025-02-21,The new dashboard features are excellent for tracking our business metrics.,positive,technical,low,False
FB003639,M6F2688A5FCE7,2025-09-16,The API integration was smooth and the documentation was very helpful.,positive,account,low,True
FB003640,MF4BE00279EE2,2025-04-30,The API integration was smooth and the documentation was very helpful.,positive,general,low,True
FB003641,M3DF1D4B96D89,2025-08-29,Requesting documentation for webhook implementation. Reference: TKT53579,neutral,billing,medium,True
FB003642,M8B16EBC056E6,2025-11-24,Customer support resolved our issue quickly. Very satisfied with the service.,positive,account,medium,True
FB003643,MAB7314887865,2025-07-23,Looking for information about enterprise pricing options. Reference: TKT91035,neutral,billing,low,True
FB003644,MC16A5320FA47,2025-06-01,Integration issues caused downtime for our checkout.,negative,technical,medium,True
FB003645,M9FB7B048C96D,2025-09-23,Funds were held for too long without clear explanation. Reference: TKT45555,negative,account,medium,True
FB003646,M9A1DE01F893E,2025-04-16,Integration issues caused downtime for our checkout.,negative,features,low,True
FB003647,M75455E062929,2025-06-03,Need clarification on the cross-border fee structure. Reference: TKT73441,neutral,account,low,True
FB003648,M285F89B802BC,2025-09-06,Looking for information about enterprise pricing options.,neutral,general,low,True
FB003649,M5A7F963E5E05,2025-06-09,The API integration was smooth and the documentation was very helpful.,positive,features,medium,True
FB003650,MA1D33D0DFEC8,2025-02-10,Great experience with the checkout process. Our conversion rate improved significantly.,positive,account,low,True
FB003651,MD1A21DA7BCA4,2025-06-22,PayPal has been instrumental in helping us expand internationally. Reference: TKT88391,positive,general,medium,True
FB003652,M4B0250793549,2025-04-11,General question about account verification process.,neutral,account,high,True
FB003653,M3070E6ADDCD7,2025-05-01,Transaction fees are higher than competitors. Need better rates for our volume.,negative,billing,medium,False
FB003654,MA3D06DB1F8C8,2025-12-18,Customer support resolved our issue quickly. Very satisfied with the service. Reference: TKT83392,positive,account,low,True
FB003655,M1F1BAA5B8EDA,2025-06-02,Inquiry about new features on the roadmap. Reference: TKT94569,neutral,features,low,True
FB003656,MD3AEEC875C47,2025-04-20,The API integration was smooth and the documentation was very helpful.,positive,billing,low,True
FB003657,M8562AE5E2865,2025-05-15,Looking for information about enterprise pricing options.,neutral,billing,low,False
FB003658,M56584778D5A8,2025-02-11,Funds were held for too long without clear explanation.,negative,technical,medium,True
FB003659,M40173EA48D95,2025-03-15,Looking for information about enterprise pricing options.,neutral,billing,medium,True
FB003660,M72DA7FD6D130,2025-08-19,The new dashboard features are excellent for tracking our business metrics.,positive,technical,medium,True
FB003661,MC4F796AFBC62,2025-09-22,Customer support resolved our issue quickly. Very satisfied with the service.,positive,technical,medium,True
FB003662,MB2F627FFF19F,2025-10-17,Transaction fees are higher than competitors. Need better rates for our volume. Reference: TKT30745,negative,billing,low,False
FB003663,M7E83722522E8,2025-03-19,The API integration was smooth and the documentation was very helpful. Reference: TKT64436,positive,disputes,medium,True
FB003664,MDD055F53A457,2025-11-09,The new dashboard features are excellent for tracking our business metrics.,positive,features,medium,True
FB003665,MDB29450C3F5E,2025-12-21,The dispute resolution process took too long and we lost money.,negative,general,low,False
FB003666,M852C44DDCE7E,2025-10-02,Customer support response time needs improvement. Reference: TKT85460,negative,billing,medium,False
FB003667,M98DCE83DA57B,2025-10-15,General question about account verification process.,neutral,disputes,medium,False
FB003668,MA63FC8C5D915,2025-10-14,The dispute resolution process took too long and we lost money.,negative,technical,medium,True
FB003669,M92FB0C6D1758,2025-09-10,Funds were held for too long without clear explanation.,negative,technical,low,True
FB003670,MA2137A2AE8E3,2025-05-29,Great experience with the checkout process. Our conversion rate improved significantly. Reference: TKT47465,positive,general,low,True
FB003671,M35309226EB45,2025-06-17,Inquiry about new features on the roadmap.,neutral,technical,medium,True
FB003672,M379A7BA015D8,2025-10-20,The new dashboard features are excellent for tracking our business metrics. Reference: TKT66588,positive,technical,low,True
FB003673,M070DBB6024B5,2025-04-27,Requesting documentation for webhook implementation. Reference: TKT73370,neutral,features,low,False
FB003674,MC86A7EE3D8EF,2025-06-25,Integration issues caused downtime for our checkout.,negative,technical,medium,True
FB003675,MAD4CC1FB9B06,2025-07-24,Customer support resolved our issue quickly. Very satisfied with the service.,positive,general,medium,True
FB003676,M8D09E4B85C78,2025-09-03,Customer support response time needs improvement. Reference: TKT71490,negative,technical,low,True
FB003677,MAC1DD209CBCC,2025-06-11,Customer support resolved our issue quickly. Very satisfied with the service. Reference: TKT34770,positive,general,low,True
FB003678,M4CB811134B9D,2025-12-07,The new dashboard features are excellent for tracking our business metrics. Reference: TKT56576,positive,disputes,high,True
FB003679,MF5DEAEEAE153,2025-08-29,Looking for information about enterprise pricing options.,neutral,general,low,True
FB003680,M65FC9FB4897A,2025-10-15,PayPal has been instrumental in helping us expand internationally. Reference: TKT36124,positive,billing,low,True
FB003681,M3328BDF9A4B9,2025-07-26,Funds were held for too long without clear explanation.,negative,disputes,medium,False
FB003682,MAA2A77371374,2025-04-27,Requesting documentation for webhook implementation.,neutral,account,low,False
FB003683,ME8DFFF4676A4,2025-12-16,The dispute resolution process took too long and we lost money. Reference: TKT51980,negative,account,medium,True
FB003684,MC60D060B946D,2025-06-13,Integration issues caused downtime for our checkout.,negative,disputes,medium,True
FB003685,ME27A949795BB,2025-04-02,Customer support response time needs improvement. Reference: TKT97107,negative,features,low,False
FB003686,MA34BACF839B9,2025-03-12,The API integration was smooth and the documentation was very helpful.,positive,billing,medium,True
FB003687,M82F2B308C3B0,2025-08-07,General question about account verification process.,neutral,technical,low,False
FB003688,MC8ED21DB4F67,2025-03-03,Great experience with the checkout process. Our conversion rate improved significantly. Reference: TKT83104,positive,features,low,True
FB003689,M204DA255AEA2,2025-11-18,Looking for information about enterprise pricing options. Reference: TKT57983,neutral,disputes,medium,False
FB003690,M5EC91AAC30EA,2025-03-18,Inquiry about new features on the roadmap.,neutral,billing,low,True
FB003691,MBEA5955B3083,2025-10-08,The API integration was smooth and the documentation was very helpful. Reference: TKT91888,positive,billing,low,True
FB003692,M217EEDD1BA8C,2025-05-08,Customer support resolved our issue quickly. Very satisfied with the service.,positive,disputes,low,True
FB003693,M42FE88081292,2025-02-28,PayPal has been instrumental in helping us expand internationally.,positive,billing,low,False
FB003694,M24146DB4EB48,2025-11-26,Integration issues caused downtime for our checkout.,negative,features,medium,True
FB003695,MB7F1F29DB7C2,2025-10-02,The API integration was smooth and the documentation was very helpful. Reference: TKT59809,positive,account,medium,True
FB003696,MB1301141FEFF,2025-12-18,Looking for information about enterprise pricing options. Reference: TKT22480,neutral,disputes,low,True
FB003697,M92977AE4D2BA,2025-10-12,The dispute resolution process took too long and we lost money. Reference: TKT15434,negative,technical,low,False
FB003698,M393C55AEA738,2025-01-27,Customer support resolved our issue quickly. Very satisfied with the service.,positive,account,low,False
FB003699,M76DC611D6EBA,2025-10-09,Integration issues caused downtime for our checkout.,negative,technical,low,False
FB003700,MA0F3601DC682,2025-03-29,Great experience with the checkout process. Our conversion rate improved significantly.,positive,technical,low,True
FB003701,M3E15CC11F979,2025-09-14,The API integration was smooth and the documentation was very helpful.,positive,features,high,True
FB003702,M70FEB62B69F1,2025-02-21,Customer support resolved our issue quickly. Very satisfied with the service. Reference: TKT94919,positive,general,low,True
FB003703,M33EBD5B07DC7,2025-04-27,Inquiry about new features on the roadmap.,neutral,features,low,False
FB003704,M38AF86134B65,2025-02-13,Inquiry about new features on the roadmap. Reference: TKT44785,neutral,features,medium,False
FB003705,M7EACB532570F,2025-11-04,The new dashboard features are excellent for tracking our business metrics. Reference: TKT35835,positive,technical,low,True
FB003706,MCBEF46321026,2025-07-28,Looking for information about enterprise pricing options.,neutral,account,high,True
FB003707,MF7CADE80B7CC,2025-10-27,Need clarification on the cross-border fee structure.,neutral,disputes,medium,True
FB003708,MCBCB58AC2E49,2025-04-18,The API integration was smooth and the documentation was very helpful. Reference: TKT61309,positive,features,low,True
FB003709,MDF0AAB058CE1,2025-06-08,PayPal has been instrumental in helping us expand internationally.,positive,account,medium,True
FB003710,MEC1F850D934F,2025-09-27,Customer support response time needs improvement.,negative,account,low,True
FB003711,MADDFA9B7E234,2025-02-21,PayPal has been instrumental in helping us expand internationally.,positive,billing,low,True
FB003712,M85353D3B2F39,2025-12-04,Transaction fees are higher than competitors. Need better rates for our volume. Reference: TKT29879,negative,technical,low,True
FB003713,M4A8423D5E91F,2025-10-04,Integration issues caused downtime for our checkout. Reference: TKT27004,negative,features,low,True
FB003714,MD38901788C53,2025-11-09,Inquiry about new features on the roadmap. Reference: TKT45011,neutral,account,medium,False
FB003715,M390E982518A5,2026-01-19,Customer support resolved our issue quickly. Very satisfied with the service. Reference: TKT93861,positive,features,high,False
FB003716,M84438B7AAE55,2025-04-02,Requesting documentation for webhook implementation. Reference: TKT75116,neutral,billing,medium,True
FB003717,M459A4DDCB586,2025-04-02,Looking for information about enterprise pricing options. Reference: TKT23050,neutral,billing,medium,True
FB003718,M1CD388239452,2025-11-25,Funds were held for too long without clear explanation. Reference: TKT74784,negative,features,medium,True
FB003719,M881C6EFA917C,2025-04-20,Requesting documentation for webhook implementation.,neutral,account,medium,True
FB003720,MB2F627FFF19F,2025-11-22,The dispute resolution process took too long and we lost money. Reference: TKT51813,negative,technical,medium,True
FB003721,MAB7314887865,2025-11-07,General question about account verification process. Reference: TKT21299,neutral,billing,low,True
FB003722,MD3D9446802A4,2025-09-28,Great experience with the checkout process. Our conversion rate improved significantly.,positive,account,medium,False
FB003723,M81C650CAAC28,2025-09-09,Funds were held for too long without clear explanation.,negative,account,high,True
FB003724,M02F657D55EAF,2025-12-23,Customer support response time needs improvement.,negative,features,medium,True
FB003725,MF09696910BDD,2025-04-03,The new dashboard features are excellent for tracking our business metrics.,positive,technical,low,True
FB003726,M9CFDF10E8FC0,2025-04-27,The dispute resolution process took too long and we lost money. Reference: TKT57832,negative,general,low,True
FB003727,ME369853DF766,2025-12-04,Integration issues caused downtime for our checkout.,negative,general,medium,True
FB003728,ME06F967FB0D3,2025-03-13,General question about account verification process.,neutral,general,low,True
FB003729,MF016E59C7AD8,2025-01-22,Integration issues caused downtime for our checkout. Reference: TKT22985,negative,general,medium,True
FB003730,M731C83DB8D2F,2025-10-27,Inquiry about new features on the roadmap.,neutral,billing,medium,True
FB003731,M7884A9652E94,2025-03-20,Great experience with the checkout process. Our conversion rate improved significantly.,positive,disputes,low,True
FB003732,M4E4E53AA0802,2025-06-13,Transaction fees are higher than competitors. Need better rates for our volume.,negative,account,medium,True
FB003733,MC215B446BCDF,2025-05-10,Integration issues caused downtime for our checkout.,negative,technical,high,True
FB003734,ME205EE2A5DE4,2025-11-14,Customer support resolved our issue quickly. Very satisfied with the service.,positive,billing,low,True
FB003735,MD20BE76A86C0,2025-10-08,Looking for information about enterprise pricing options. Reference: TKT34204,neutral,disputes,medium,True
FB003736,MD54E99A6C037,2025-08-05,Transaction fees are higher than competitors. Need better rates for our volume.,negative,billing,medium,False
FB003737,M4AE67A7DD7E4,2025-08-03,General question about account verification process. Reference: TKT42570,neutral,disputes,medium,False
FB003738,M228499B55310,2025-05-17,Great experience with the checkout process. Our conversion rate improved significantly.,positive,technical,low,False
FB003739,M995665640DC3,2025-08-29,Need clarification on the cross-border fee structure.,neutral,features,medium,False
FB003740,MDB576A7D2453,2025-05-09,Funds were held for too long without clear explanation. Reference: TKT74617,negative,features,low,True
FB003741,M97AF4FB322BB,2025-03-15,Need clarification on the cross-border fee structure.,neutral,billing,low,False
FB003742,M5EF059938BA7,2025-06-12,Great experience with the checkout process. Our conversion rate improved significantly. Reference: TKT36263,positive,billing,low,True
FB003743,MA70DC40477BC,2025-05-19,Customer support resolved our issue quickly. Very satisfied with the service.,positive,technical,low,True
FB003744,MB55EC28C52D5,2025-10-09,Funds were held for too long without clear explanation.,negative,general,low,False
FB003745,M9BF31C7FF062,2026-01-08,The API integration was smooth and the documentation was very helpful. Reference: TKT73276,positive,technical,low,True
FB003746,M7810CCD41BF2,2025-12-24,Inquiry about new features on the roadmap. Reference: TKT19683,neutral,general,high,False
FB003747,M4DCF43543589,2025-01-27,Customer support response time needs improvement.,negative,disputes,low,False
FB003748,M6C1DA886822C,2025-06-03,Looking for information about enterprise pricing options.,neutral,technical,low,True
FB003749,MEDDEA82AD275,2025-05-03,Inquiry about new features on the roadmap.,neutral,account,high,True
FB003750,M65B9EEA6E1CC,2025-07-01,Inquiry about new features on the roadmap.,neutral,disputes,low,False
FB003751,MFEECEE9F1643,2025-11-27,The new dashboard features are excellent for tracking our business metrics. Reference: TKT87812,positive,general,low,True
FB003752,M3328BDF9A4B9,2025-03-31,Customer support resolved our issue quickly. Very satisfied with the service.,positive,disputes,high,True
FB003753,MDBBF603FF0E9,2025-04-28,Funds were held for too long without clear explanation.,negative,disputes,medium,True
FB003754,M1D4978052089,2025-07-26,Transaction fees are higher than competitors. Need better rates for our volume. Reference: TKT49522,negative,features,medium,True
FB003755,MC2BA1BC54B23,2025-07-10,Great experience with the checkout process. Our conversion rate improved significantly.,positive,general,low,True
FB003756,M7D12B66D3DF6,2025-07-04,Need clarification on the cross-border fee structure.,neutral,account,low,True
FB003757,MB5F1E8FB36CD,2025-07-10,The new dashboard features are excellent for tracking our business metrics.,positive,technical,medium,True
FB003758,M428FCA9BC192,2025-03-31,Customer support resolved our issue quickly. Very satisfied with the service.,positive,technical,high,True
FB003759,M8D3369C4C086,2025-10-28,PayPal has been instrumental in helping us expand internationally.,positive,account,low,True
FB003760,ME5E63DA79FCD,2025-02-09,Customer support response time needs improvement.,negative,features,low,False
FB003761,M23AF4B45F1E1,2025-11-13,General question about account verification process.,neutral,account,low,True
FB003762,M6D9C547CF146,2025-04-12,The API integration was smooth and the documentation was very helpful.,positive,disputes,low,True
FB003763,M1CC3633C579A,2025-10-18,General question about account verification process.,neutral,account,high,True
FB003764,M02B1BE0D4892,2025-02-08,PayPal has been instrumental in helping us expand internationally.,positive,account,medium,False
FB003765,M536A76F94CF7,2025-06-25,Requesting documentation for webhook implementation. Reference: TKT60367,neutral,features,low,False
FB003766,M43CCA4B3DE20,2026-01-02,General question about account verification process.,neutral,disputes,high,True
FB003767,M6BE93F7A96FE,2025-06-10,Inquiry about new features on the roadmap. Reference: TKT79433,neutral,account,medium,True
FB003768,M22B1F2E09831,2025-12-02,Great experience with the checkout process. Our conversion rate improved significantly.,positive,general,low,False
FB003769,MDD458505749B,2025-04-23,Need clarification on the cross-border fee structure.,neutral,billing,high,True
FB003770,M82B8A3434904,2025-10-12,PayPal has been instrumental in helping us expand internationally.,positive,features,low,False
FB003771,ME0C641195B27,2025-02-20,Funds were held for too long without clear explanation. Reference: TKT88096,negative,billing,medium,False
FB003772,M06964DCE9ADD,2025-12-03,Inquiry about new features on the roadmap.,neutral,account,medium,True
FB003773,M021BBC7EE20B,2025-05-27,Customer support resolved our issue quickly. Very satisfied with the service. Reference: TKT62884,positive,account,low,True
FB003774,MBA2FD310DCAA,2025-01-28,Looking for information about enterprise pricing options. Reference: TKT55324,neutral,technical,low,False
FB003775,M2CBCA44843A8,2025-07-11,PayPal has been instrumental in helping us expand internationally.,positive,account,low,False
FB003776,MC4015B7F368E,2025-09-21,Customer support resolved our issue quickly. Very satisfied with the service. Reference: TKT27934,positive,general,high,True
FB003777,M1E6E0A04D20F,2025-02-02,General question about account verification process. Reference: TKT68321,neutral,disputes,high,True
FB003778,M6E7B33FDEA3A,2025-11-14,PayPal has been instrumental in helping us expand internationally.,positive,billing,medium,True
FB003779,MD210CF373CF0,2025-09-05,The API integration was smooth and the documentation was very helpful. Reference: TKT39418,positive,billing,medium,False
FB003780,M9752D873FA71,2025-06-12,Great experience with the checkout process. Our conversion rate improved significantly.,positive,disputes,low,True
FB003781,MEDFBE1AFCF92,2025-03-02,The API integration was smooth and the documentation was very helpful.,positive,account,medium,True
FB003782,M29530DE21430,2025-09-08,General question about account verification process.,neutral,billing,medium,True
FB003783,MA012869311D6,2025-05-12,General question about account verification process.,neutral,features,medium,False
FB003784,M7FE1F8ABAAD0,2026-01-05,PayPal has been instrumental in helping us expand internationally.,positive,disputes,high,False
FB003785,MCD0F74B5955D,2025-11-26,Looking for information about enterprise pricing options.,neutral,account,high,False
FB003786,M233509073ED3,2025-05-10,Customer support resolved our issue quickly. Very satisfied with the service.,positive,disputes,low,True
FB003787,MBB04AF0F7ECA,2025-05-30,General question about account verification process. Reference: TKT50077,neutral,technical,low,False
FB003788,MB1A59B315FC9,2025-05-16,Customer support resolved our issue quickly. Very satisfied with the service.,positive,billing,low,False
FB003789,M44CD7A8F7F9F,2025-10-21,Requesting documentation for webhook implementation. Reference: TKT16176,neutral,account,low,True
FB003790,M4B0A59DDF11C,2025-11-21,PayPal has been instrumental in helping us expand internationally. Reference: TKT79300,positive,general,low,True
FB003791,M8CE6790CC6A9,2025-05-31,PayPal has been instrumental in helping us expand internationally. Reference: TKT71116,positive,billing,medium,True
FB003792,M81C8727C62E8,2025-08-27,General question about account verification process.,neutral,account,medium,False
FB003793,M33267E5DC58F,2025-10-25,Need clarification on the cross-border fee structure. Reference: TKT78640,neutral,disputes,medium,True
FB003794,M2647C1DBA23B,2025-06-12,Integration issues caused downtime for our checkout.,negative,features,high,True
FB003795,M12311D05C9AA,2025-01-30,PayPal has been instrumental in helping us expand internationally. Reference: TKT45327,positive,features,medium,True
FB003796,M98986C005E5D,2025-05-16,General question about account verification process. Reference: TKT31809,neutral,billing,low,True
FB003797,MA7A3D70C6D17,2025-11-29,PayPal has been instrumental in helping us expand internationally.,positive,general,low,True
FB003798,M1BF0C59238DD,2025-12-23,The new dashboard features are excellent for tracking our business metrics.,positive,billing,medium,False
FB003799,M67D16D002010,2025-12-11,Need clarification on the cross-border fee structure.,neutral,technical,low,True
FB003800,M6AED000AF86A,2025-01-31,Great experience with the checkout process. Our conversion rate improved significantly.,positive,general,high,True
FB003801,MFC192B0C0D27,2025-10-23,Inquiry about new features on the roadmap.,neutral,billing,medium,True
FB003802,MFE9FC289C3FF,2026-01-05,Funds were held for too long without clear explanation.,negative,disputes,medium,False
FB003803,M464D828B85B0,2025-02-12,PayPal has been instrumental in helping us expand internationally.,positive,disputes,low,True
FB003804,M621BF66DDB7C,2026-01-11,Customer support response time needs improvement. Reference: TKT33429,negative,account,medium,True
FB003805,M0950CA92A4DC,2025-03-27,Inquiry about new features on the roadmap.,neutral,account,low,False
FB003806,ME94F63F579E0,2025-03-14,The API integration was smooth and the documentation was very helpful. Reference: TKT78851,positive,general,low,True
FB003807,M4FA53BE91B49,2025-12-09,Customer support resolved our issue quickly. Very satisfied with the service.,positive,technical,medium,True
FB003808,ME32510755543,2025-12-16,Integration issues caused downtime for our checkout.,negative,general,low,True
FB003809,M006F52E9102A,2025-08-12,Inquiry about new features on the roadmap.,neutral,account,high,True
FB003810,MADDFA9B7E234,2025-07-27,General question about account verification process. Reference: TKT21937,neutral,general,low,True
FB003811,MD2A27E83D429,2025-10-07,Great experience with the checkout process. Our conversion rate improved significantly.,positive,features,high,True
FB003812,M851300EE84C2,2025-12-09,Great experience with the checkout process. Our conversion rate improved significantly.,positive,account,low,True
FB003813,M8C5F6ECD29A0,2026-01-10,PayPal has been instrumental in helping us expand internationally. Reference: TKT22913,positive,account,low,False
FB003814,MCDD96EEDD7F6,2025-11-30,Customer support resolved our issue quickly. Very satisfied with the service. Reference: TKT36520,positive,billing,low,True
FB003815,MBF424CB7B0DE,2025-07-17,Requesting documentation for webhook implementation. Reference: TKT99963,neutral,technical,medium,True
FB003816,M6EA9AB1BAA0E,2025-07-30,Transaction fees are higher than competitors. Need better rates for our volume.,negative,technical,low,True
FB003817,MB3967A0E938D,2025-09-11,The API integration was smooth and the documentation was very helpful.,positive,general,low,True
FB003818,MA11F9E533F28,2026-01-14,Integration issues caused downtime for our checkout.,negative,technical,low,False
FB003819,M7E1D842D0F7E,2025-04-16,Requesting documentation for webhook implementation. Reference: TKT35966,neutral,account,medium,False
FB003820,M1CECC7A77928,2025-11-21,Inquiry about new features on the roadmap. Reference: TKT29230,neutral,billing,high,True
FB003821,MD2DDEA18F006,2025-09-07,The API integration was smooth and the documentation was very helpful.,positive,billing,low,True
FB003822,M1D7F7ABC18FC,2025-12-30,Looking for information about enterprise pricing options. Reference: TKT43210,neutral,account,low,True
FB003823,ME44FEA3BEC53,2025-10-09,The API integration was smooth and the documentation was very helpful.,positive,account,low,True
FB003824,M6F2268BD1D3D,2025-07-13,Customer support resolved our issue quickly. Very satisfied with the service.,positive,disputes,low,False
FB003825,M70C639DF5E30,2025-05-31,General question about account verification process.,neutral,general,medium,True
FB003826,MA2557A7B2E94,2025-09-24,Customer support resolved our issue quickly. Very satisfied with the service. Reference: TKT70355,positive,general,low,True
FB003827,MC559DA2BA967,2025-03-19,The new dashboard features are excellent for tracking our business metrics. Reference: TKT75135,positive,technical,low,False
FB003828,M72DA7FD6D130,2025-11-16,Customer support response time needs improvement.,negative,account,medium,True
FB003829,MD095A94D20DC,2025-06-17,Need clarification on the cross-border fee structure.,neutral,features,low,True
FB003830,MEBA0DC302BCD,2025-03-20,Funds were held for too long without clear explanation.,negative,account,medium,False
FB003831,M98DCE83DA57B,2025-11-23,General question about account verification process.,neutral,features,low,True
FB003832,MF64EAC11F2CD,2025-10-11,Inquiry about new features on the roadmap. Reference: TKT47253,neutral,disputes,medium,False
FB003833,M2A38A4A9316C,2025-11-11,Need clarification on the cross-border fee structure.,neutral,features,high,True
FB003834,M3644A684F98E,2025-04-05,Need clarification on the cross-border fee structure.,neutral,account,low,True
FB003835,M0F9661323506,2025-08-13,PayPal has been instrumental in helping us expand internationally. Reference: TKT56084,positive,account,medium,True
FB003836,M4B29FA4EFE4F,2025-04-07,The new dashboard features are excellent for tracking our business metrics.,positive,account,low,True
FB003837,MA8AA681AAA45,2025-05-24,General question about account verification process. Reference: TKT84094,neutral,billing,high,True
FB003838,M0233F3BB964C,2025-03-23,Need clarification on the cross-border fee structure.,neutral,general,medium,True
FB003839,M5D44EE6F2C3F,2025-12-12,Customer support resolved our issue quickly. Very satisfied with the service.,positive,general,low,True
FB003840,MCA9C267DAD03,2025-11-20,The new dashboard features are excellent for tracking our business metrics. Reference: TKT36352,positive,technical,medium,True
FB003841,MEFD7E9ED0E5E,2025-12-16,General question about account verification process.,neutral,general,low,True
FB003842,MDD055F53A457,2025-02-22,Requesting documentation for webhook implementation.,neutral,general,low,False
FB003843,MFFACE8385ABB,2025-08-01,Need clarification on the cross-border fee structure.,neutral,billing,low,False
FB003844,MCCD45007DF44,2025-04-01,Integration issues caused downtime for our checkout. Reference: TKT93741,negative,general,medium,False
FB003845,M283085D30E10,2025-08-05,General question about account verification process. Reference: TKT33031,neutral,account,low,True
FB003846,M4A06D868D044,2025-12-22,The API integration was smooth and the documentation was very helpful.,positive,billing,high,True
FB003847,ME6ACF4B0F69F,2025-03-17,Requesting documentation for webhook implementation. Reference: TKT18718,neutral,technical,low,True
FB003848,M2E65F2F2FDAF,2025-09-29,The API integration was smooth and the documentation was very helpful.,positive,general,medium,False
FB003849,M65699726A3C6,2025-09-14,The new dashboard features are excellent for tracking our business metrics. Reference: TKT64020,positive,account,medium,False
